country_consuming,analysis_year,method,indicator,unit,sheet,n_nonzero_factors,healthcare_supply_chain,national_supply_chain,healthcare_share_of_national_pct,healthcare_per_capita,component,model,sector_consuming,quality_flag,quality_note
DNK,2022,ILCD recommended CF,Climate change midpoint,kg CO2-Equivalents,Q_emissions,20,3663209198.3912983,64566466399.12703,5.6735475900859065,623.6927034660042,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,ILCD recommended CF,"Climate change endpoint, human health",DALY,Q_emissions,20,5128.321984972199,90389.28185766481,5.673595231177654,0.0008731406888954304,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,ILCD recommended CF,"Climate change endpoint, ecosystems",PDF,Q_emissions,20,29.039347006788027,511.83043953285977,5.67362641293703,4.944197249096443e-06,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,ILCD recommended CF,"Human toxicity midpoint, cancer effects",CTUh/kg = cases,Q_emissions,76,30.714463254010795,647.6707502262884,4.742295872289976,5.229400120204378e-06,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,ILCD recommended CF,"Human toxicity midpoint, non-cancer effects",CTUh = cases,Q_emissions,86,3229.054644617297,71948.39953065751,4.488014557212469,0.0005497741766496006,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,ILCD recommended CF,"Human toxicity endpoint, cancer effects",DALY,Q_emissions,76,353.06895424373636,7445.201706026126,4.742234907591064,6.011300983817543e-05,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,ILCD recommended CF,"Human toxicity endpoint, non-cancer effects",DALY,Q_emissions,86,8712.202998783467,194128.89561726365,4.487844517469505,0.001483327090312538,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,ILCD recommended CF,Particulate matter/Respiratory inorganics midpoint,kg PM2.5-eq,Q_emissions,139,4630506.602580468,80562984.52557707,5.747685031592119,0.7883833614113188,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,ILCD recommended CF,Particulate matter/Respiratory inorganics endpoint,DALY,Q_emissions,139,8334.91186407988,145013.37163949112,5.747685037487988,0.0014190900470390131,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,ILCD recommended CF,"Photochemical ozone formation midpoint, human health",kg-C2H4 equivalents,Q_emissions,99,13493384.99231478,125429188.81301798,10.757771073868522,2.297364226007127,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,ILCD recommended CF,"Photochemical ozone formation endpoint, human health",DALY,Q_emissions,99,0.5262544178065178,4.8925771734579495,10.756180212372094,8.959931654921967e-08,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ENDPOINT_MIDPOINT_RATIO_IMPLAUSIBLE,
DNK,2022,ILCD recommended CF,Acidification midpoint,Accumulated Exceedance (AE),Q_emissions,25,50614544.651786745,775120636.9423804,6.529892540527113,8.617559216229512,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,ILCD recommended CF,Acidification endpoint,PDF,Q_emissions,25,0.23082660688048443,3.575800001754395,6.455243771106716,3.9300204460175577e-08,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,ILCD recommended CF,Eutrophication terrestrial midpoint,Accumulated Exceedance (AE),Q_emissions,4,109622188.25641312,2344454105.375766,4.675808667145695,18.664115329129046,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,ILCD recommended CF,Eutrophication marine midpoint,kg-N equivalent,Q_emissions,4,909458.1544235754,19450285.911265615,4.675808667145693,0.15484303087870022,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,ILCD recommended CF,Ecotoxicity freshwater midpoint,CTUe = PAF.m3.year,Q_emissions,93,1479676091.157907,33447665731.83077,4.423854576344203,251.92751261750513,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,ILCD recommended CF,Ecotoxicity freshwater endpoint,PDF.m3.year,Q_emissions,93,1479676091.157907,33447665731.83077,4.423854576344203,251.92751261750513,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,DUPLICATE_OF_MIDPOINT,
DNK,2022,Land use,Land use,km2,Q_resources,20,4850.156051198477,94679.20092570444,5.122726009278885,0.0008257805590607308,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,Total Emission relevant energy use,Total Emission relevant energy use,TJ,Q_materials,1,42810.233058583995,690758.0777718776,6.197572556324422,0.007288808404402204,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,Total Energy inputs from nature,Total Energy inputs from nature,TJ,Q_materials,1,74380.37411259855,909259.0848908826,8.18032784588836,0.01266389499007368,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,Total Energy supply,Total Energy supply,TJ,Q_materials,1,115597.36822836408,1511821.2339029333,7.646232612432406,0.019681440834873734,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,Total Energy Use,Total Energy Use,TJ,Q_materials,1,104699.00567554361,1400585.293698065,7.475375198257249,0.01782590137867607,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,Domestic Extraction,Domestic Extraction,kt,Q_materials,20,4231.533062292294,53925.07396917576,7.8470602835168854,0.0007204547031018204,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,Unused Domestic Extraction,Unused Domestic Extraction,kt,Q_materials,223,3894.747094346686,64435.392373886454,6.0444220960856585,0.0006631140109760047,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,Water Consumption Green - Agriculture,Water Consumption Green - Agriculture,Mm3,Q_materials,13,693.6666471818053,14079.788112312028,4.926683850982322,0.00011810268075189672,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,Water Consumption Blue - Agriculture,Water Consumption Blue - Agriculture,Mm3,Q_materials,13,76.74195332706603,945.7762169462587,8.1141766891593,1.3065974053799325e-05,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,Water Consumption Blue - Livestock,Water Consumption Blue - Livestock,Mm3,Q_materials,12,3.5897833742777734,77.37450146422945,4.6394914427168805,6.111913287791054e-07,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,Water Consumption Blue - Manufacturing,Water Consumption Blue - Manufacturing,Mm3,Q_materials,53,11.28490182105263,148.67326837145583,7.590404075100866,1.921351073318889e-06,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,Water Consumption Blue - Electricity,Water Consumption Blue - Electricity,Mm3,Q_materials,24,3.6546168691750256,67.480462479228,5.415814792763163,6.222297859126413e-07,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,Water Consumption Blue - Domestic,Water Consumption Blue - Domestic,Mm3,Q_materials,1,0.0,0.0,,0.0,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,Water Consumption Blue - Total,Water Consumption Blue - Total,Mm3,Q_materials,103,95.27125539157146,1239.3044492611723,7.687477879093284,1.622074624180996e-05,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,Water Withdrawal Blue - Manufacturing,Water Withdrawal Blue - Manufacturing,Mm3,Q_materials,53,57.181928674099524,627.3164629806777,9.115324090555681,9.735712527641395e-06,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,Water Withdrawal Blue - Electricity,Water Withdrawal Blue - Electricity,Mm3,Q_materials,24,30.206061398270982,483.31926227334566,6.249711889444138,5.1428403550692755e-06,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,Water Withdrawal Blue - Domestic,Water Withdrawal Blue - Domestic,Mm3,Q_materials,1,0.0,0.0,,0.0,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
DNK,2022,Water Withdrawal Blue - Total,Water Withdrawal Blue - Total,Mm3,Q_materials,78,87.3879900723705,1110.6357252540233,7.868285531008218,1.487855288271067e-05,supply chain (MRIO) only; the Danish direct operational component is national primary data and has a full stressor profile only for climate and waste,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),health_and_eldercare,ok,
