country_consuming,analysis_year,scenario_id,scenario,scenario_type,ambition,indicator,unit,baseline,scenario_value,change,change_pct,per_capita_change,per_capita_unit,k_t,k_p,k_a,edited_objects,rebound,unbalanced_pct_of_output,ambition_basis,source,note,model
DNK,2022,P1,P1 hospital energy and transport,intervention,"-75 % by 2030, 100% of the target met",material_extraction,kt,4259.384222540149,4237.458946794898,-21.925275745250474,-0.5147522411625736,-3.7329657584934286,kg per capita,0.75,1,0.75,y,False,0.0,share of the stated target actually met; both half and full delivery are reported,Danske Regioner (2020): all public hospitals to cut CO2 from energy and transport by 75 % by 2030 against 2018,"acts on the health sector's purchases of Danish electricity, distribution and steam. The regions' own measures - climate-friendly buildings, heating conversion, hybrid ambulances - are inputs to this reduction, not separate levers, and cannot be resolved individually in a model with one health industry",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P1,P1 hospital energy and transport,intervention,"-75 % by 2030, 100% of the target met",blue_water_consumption,Mm3,95.50495307556368,95.3283813321313,-0.17657174343237614,-0.18488228908156448,-0.030062849827251607,m3 per capita,0.75,1,0.75,y,False,0.0,share of the stated target actually met; both half and full delivery are reported,Danske Regioner (2020): all public hospitals to cut CO2 from energy and transport by 75 % by 2030 against 2018,"acts on the health sector's purchases of Danish electricity, distribution and steam. The regions' own measures - climate-friendly buildings, heating conversion, hybrid ambulances - are inputs to this reduction, not separate levers, and cannot be resolved individually in a model with one health industry",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P1,P1 hospital energy and transport,intervention,"-75 % by 2030, 100% of the target met",land_use,km2,4855.460127817185,4845.486381417162,-9.97374640002272,-0.205413001805588,-1.6981156464245226,m2 per capita,0.75,1,0.75,y,False,0.0,share of the stated target actually met; both half and full delivery are reported,Danske Regioner (2020): all public hospitals to cut CO2 from energy and transport by 75 % by 2030 against 2018,"acts on the health sector's purchases of Danish electricity, distribution and steam. The regions' own measures - climate-friendly buildings, heating conversion, hybrid ambulances - are inputs to this reduction, not separate levers, and cannot be resolved individually in a model with one health industry",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P1,P1 hospital energy and transport,intervention,"-75 % by 2030, 100% of the target met",waste_generation,kt,259.41809167194094,258.91206877125245,-0.5060229006884924,-0.19506075980560636,-0.08615472768650843,kg per capita,0.75,1,0.75,y,False,0.0,share of the stated target actually met; both half and full delivery are reported,Danske Regioner (2020): all public hospitals to cut CO2 from energy and transport by 75 % by 2030 against 2018,"acts on the health sector's purchases of Danish electricity, distribution and steam. The regions' own measures - climate-friendly buildings, heating conversion, hybrid ambulances - are inputs to this reduction, not separate levers, and cannot be resolved individually in a model with one health industry",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P2,P2 pharmaceutical raw-material efficiency,intervention,"-15 % inputs, 25% of Danish production",climate_change,kt CO2eq,4712.417605953846,4693.452659609626,-18.964946344220152,-0.40244621614729403,-3.2289443534125186,kg CO2eq per capita,0.15,0.25,0.0375,A,False,0.1747413322414368,share of Danish pharmaceutical output achieving what one firm achieved; reported as a range because that share is unknown,"Lundbeck, reported in Healthcare Denmark (2024): raw-material use down 15 % from 2020 to 2022 while chemical production rose 18 %","a resource-efficiency edit on the input column of the Danish chemicals industry - Aguilar-Hernandez et al. (2018) section 4.4, lower input coefficients at the same output. Only the Danish column is edited: a plant-level Danish result is not evidence about chemical production elsewhere",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P2,P2 pharmaceutical raw-material efficiency,intervention,"-15 % inputs, 25% of Danish production",material_extraction,kt,4259.384222540149,4224.61038892378,-34.77383361636839,-0.8164051844008214,-5.9205426508522105,kg per capita,0.15,0.25,0.0375,A,False,0.1747413322414368,share of Danish pharmaceutical output achieving what one firm achieved; reported as a range because that share is unknown,"Lundbeck, reported in Healthcare Denmark (2024): raw-material use down 15 % from 2020 to 2022 while chemical production rose 18 %","a resource-efficiency edit on the input column of the Danish chemicals industry - Aguilar-Hernandez et al. (2018) section 4.4, lower input coefficients at the same output. Only the Danish column is edited: a plant-level Danish result is not evidence about chemical production elsewhere",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P2,P2 pharmaceutical raw-material efficiency,intervention,"-15 % inputs, 25% of Danish production",blue_water_consumption,Mm3,95.50495307556368,95.31397185530847,-0.19098122025521036,-0.199969963970461,-0.03251618652424147,m3 per capita,0.15,0.25,0.0375,A,False,0.1747413322414368,share of Danish pharmaceutical output achieving what one firm achieved; reported as a range because that share is unknown,"Lundbeck, reported in Healthcare Denmark (2024): raw-material use down 15 % from 2020 to 2022 while chemical production rose 18 %","a resource-efficiency edit on the input column of the Danish chemicals industry - Aguilar-Hernandez et al. (2018) section 4.4, lower input coefficients at the same output. Only the Danish column is edited: a plant-level Danish result is not evidence about chemical production elsewhere",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P2,P2 pharmaceutical raw-material efficiency,intervention,"-15 % inputs, 25% of Danish production",land_use,km2,4855.460127817185,4844.436231775033,-11.023896042152046,-0.22704122270504434,-1.8769126066503068,m2 per capita,0.15,0.25,0.0375,A,False,0.1747413322414368,share of Danish pharmaceutical output achieving what one firm achieved; reported as a range because that share is unknown,"Lundbeck, reported in Healthcare Denmark (2024): raw-material use down 15 % from 2020 to 2022 while chemical production rose 18 %","a resource-efficiency edit on the input column of the Danish chemicals industry - Aguilar-Hernandez et al. (2018) section 4.4, lower input coefficients at the same output. Only the Danish column is edited: a plant-level Danish result is not evidence about chemical production elsewhere",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P2,P2 pharmaceutical raw-material efficiency,intervention,"-15 % inputs, 25% of Danish production",waste_generation,kt,259.41809167194094,258.9318890443896,-0.4862026275513358,-0.18742047804676076,-0.08278015662958477,kg per capita,0.15,0.25,0.0375,A,False,0.1747413322414368,share of Danish pharmaceutical output achieving what one firm achieved; reported as a range because that share is unknown,"Lundbeck, reported in Healthcare Denmark (2024): raw-material use down 15 % from 2020 to 2022 while chemical production rose 18 %","a resource-efficiency edit on the input column of the Danish chemicals industry - Aguilar-Hernandez et al. (2018) section 4.4, lower input coefficients at the same output. Only the Danish column is edited: a plant-level Danish result is not evidence about chemical production elsewhere",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P2,P2 pharmaceutical raw-material efficiency,intervention,"-15 % inputs, 50% of Danish production",climate_change,kt CO2eq,4712.417605953846,4674.496900948629,-37.920705005216405,-0.8046974647855054,-6.456324425158835,kg CO2eq per capita,0.15,0.5,0.075,A,False,0.3504139849702461,share of Danish pharmaceutical output achieving what one firm achieved; reported as a range because that share is unknown,"Lundbeck, reported in Healthcare Denmark (2024): raw-material use down 15 % from 2020 to 2022 while chemical production rose 18 %","a resource-efficiency edit on the input column of the Danish chemicals industry - Aguilar-Hernandez et al. (2018) section 4.4, lower input coefficients at the same output. Only the Danish column is edited: a plant-level Danish result is not evidence about chemical production elsewhere",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P2,P2 pharmaceutical raw-material efficiency,intervention,"-15 % inputs, 50% of Danish production",material_extraction,kt,4259.384222540149,4189.853401701907,-69.5308208382412,-1.6324148563609844,-11.838217058926691,kg per capita,0.15,0.5,0.075,A,False,0.3504139849702461,share of Danish pharmaceutical output achieving what one firm achieved; reported as a range because that share is unknown,"Lundbeck, reported in Healthcare Denmark (2024): raw-material use down 15 % from 2020 to 2022 while chemical production rose 18 %","a resource-efficiency edit on the input column of the Danish chemicals industry - Aguilar-Hernandez et al. (2018) section 4.4, lower input coefficients at the same output. Only the Danish column is edited: a plant-level Danish result is not evidence about chemical production elsewhere",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P2,P2 pharmaceutical raw-material efficiency,intervention,"-15 % inputs, 50% of Danish production",blue_water_consumption,Mm3,95.50495307556368,95.12308315706328,-0.3818699185003993,-0.3998430512795113,-0.06501662038478422,m3 per capita,0.15,0.5,0.075,A,False,0.3504139849702461,share of Danish pharmaceutical output achieving what one firm achieved; reported as a range because that share is unknown,"Lundbeck, reported in Healthcare Denmark (2024): raw-material use down 15 % from 2020 to 2022 while chemical production rose 18 %","a resource-efficiency edit on the input column of the Danish chemicals industry - Aguilar-Hernandez et al. (2018) section 4.4, lower input coefficients at the same output. Only the Danish column is edited: a plant-level Danish result is not evidence about chemical production elsewhere",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P2,P2 pharmaceutical raw-material efficiency,intervention,"-15 % inputs, 50% of Danish production",land_use,km2,4855.460127817185,4833.417676326145,-22.042451491040083,-0.45397245391343505,-3.7529159316105583,m2 per capita,0.15,0.5,0.075,A,False,0.3504139849702461,share of Danish pharmaceutical output achieving what one firm achieved; reported as a range because that share is unknown,"Lundbeck, reported in Healthcare Denmark (2024): raw-material use down 15 % from 2020 to 2022 while chemical production rose 18 %","a resource-efficiency edit on the input column of the Danish chemicals industry - Aguilar-Hernandez et al. (2018) section 4.4, lower input coefficients at the same output. Only the Danish column is edited: a plant-level Danish result is not evidence about chemical production elsewhere",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P2,P2 pharmaceutical raw-material efficiency,intervention,"-15 % inputs, 50% of Danish production",waste_generation,kt,259.41809167194094,258.4459219606486,-0.972169711292338,-0.37475015910676723,-0.16552020991046748,kg per capita,0.15,0.5,0.075,A,False,0.3504139849702461,share of Danish pharmaceutical output achieving what one firm achieved; reported as a range because that share is unknown,"Lundbeck, reported in Healthcare Denmark (2024): raw-material use down 15 % from 2020 to 2022 while chemical production rose 18 %","a resource-efficiency edit on the input column of the Danish chemicals industry - Aguilar-Hernandez et al. (2018) section 4.4, lower input coefficients at the same output. Only the Danish column is edited: a plant-level Danish result is not evidence about chemical production elsewhere",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P2,P2 pharmaceutical raw-material efficiency,intervention,"-15 % inputs, 100% of Danish production",climate_change,kt CO2eq,4712.417605953846,4636.612919983038,-75.80468597080744,-1.6086156259800266,-12.906396268410475,kg CO2eq per capita,0.15,1,0.15,A,False,0.7045831934741692,share of Danish pharmaceutical output achieving what one firm achieved; reported as a range because that share is unknown,"Lundbeck, reported in Healthcare Denmark (2024): raw-material use down 15 % from 2020 to 2022 while chemical production rose 18 %","a resource-efficiency edit on the input column of the Danish chemicals industry - Aguilar-Hernandez et al. (2018) section 4.4, lower input coefficients at the same output. Only the Danish column is edited: a plant-level Danish result is not evidence about chemical production elsewhere",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P2,P2 pharmaceutical raw-material efficiency,intervention,"-15 % inputs, 100% of Danish production",material_extraction,kt,4259.384222540149,4120.389917497255,-138.99430504289376,-3.263248812054865,-23.664969479944183,kg per capita,0.15,1,0.15,A,False,0.7045831934741692,share of Danish pharmaceutical output achieving what one firm achieved; reported as a range because that share is unknown,"Lundbeck, reported in Healthcare Denmark (2024): raw-material use down 15 % from 2020 to 2022 while chemical production rose 18 %","a resource-efficiency edit on the input column of the Danish chemicals industry - Aguilar-Hernandez et al. (2018) section 4.4, lower input coefficients at the same output. Only the Danish column is edited: a plant-level Danish result is not evidence about chemical production elsewhere",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P2,P2 pharmaceutical raw-material efficiency,intervention,"-15 % inputs, 100% of Danish production",blue_water_consumption,Mm3,95.50495307556368,94.74158305779528,-0.7633700177683949,-0.7992988773727947,-0.12997027588158092,m3 per capita,0.15,1,0.15,A,False,0.7045831934741692,share of Danish pharmaceutical output achieving what one firm achieved; reported as a range because that share is unknown,"Lundbeck, reported in Healthcare Denmark (2024): raw-material use down 15 % from 2020 to 2022 while chemical production rose 18 %","a resource-efficiency edit on the input column of the Danish chemicals industry - Aguilar-Hernandez et al. (2018) section 4.4, lower input coefficients at the same output. Only the Danish column is edited: a plant-level Danish result is not evidence about chemical production elsewhere",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P2,P2 pharmaceutical raw-material efficiency,intervention,"-15 % inputs, 100% of Danish production",land_use,km2,4855.460127817185,4811.396571691962,-44.06355612522293,-0.9075052614021175,-7.502197378226473,m2 per capita,0.15,1,0.15,A,False,0.7045831934741692,share of Danish pharmaceutical output achieving what one firm achieved; reported as a range because that share is unknown,"Lundbeck, reported in Healthcare Denmark (2024): raw-material use down 15 % from 2020 to 2022 while chemical production rose 18 %","a resource-efficiency edit on the input column of the Danish chemicals industry - Aguilar-Hernandez et al. (2018) section 4.4, lower input coefficients at the same output. Only the Danish column is edited: a plant-level Danish result is not evidence about chemical production elsewhere",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P2,P2 pharmaceutical raw-material efficiency,intervention,"-15 % inputs, 100% of Danish production",waste_generation,kt,259.41809167194094,257.4746937402645,-1.9433979316764294,-0.749137394061954,-0.3308801229396892,kg per capita,0.15,1,0.15,A,False,0.7045831934741692,share of Danish pharmaceutical output achieving what one firm achieved; reported as a range because that share is unknown,"Lundbeck, reported in Healthcare Denmark (2024): raw-material use down 15 % from 2020 to 2022 while chemical production rose 18 %","a resource-efficiency edit on the input column of the Danish chemicals industry - Aguilar-Hernandez et al. (2018) section 4.4, lower input coefficients at the same output. Only the Danish column is edited: a plant-level Danish result is not evidence about chemical production elsewhere",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P3,P3 medical-device packaging carbon,intervention,-12 % cradle-to-gate,climate_change,kt CO2eq,4712.417605953846,4712.007498387331,-0.4101075665148528,-0.008702699989846135,-0.06982432152218858,kg CO2eq per capita,0.12,1,0.12,A,False,0.0032695682509425086,applied to the paper and plastics inputs of medical-instrument manufacturing in every region,"Demant, reported in Healthcare Denmark (2024): 12 % to 23.5 % lower cradle-to-gate packaging carbon across the hearing-aid portfolio, using recycled PET","packaging is not a separate EXIOBASE product, so the edit acts on the paper and plastics inputs of the medical-instruments column. That is broader than packaging alone and therefore an upper bound on this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P3,P3 medical-device packaging carbon,intervention,-12 % cradle-to-gate,material_extraction,kt,4259.384222540149,4258.966971245812,-0.4172512943368929,-0.009796047328363788,-0.07104060229591837,kg per capita,0.12,1,0.12,A,False,0.0032695682509425086,applied to the paper and plastics inputs of medical-instrument manufacturing in every region,"Demant, reported in Healthcare Denmark (2024): 12 % to 23.5 % lower cradle-to-gate packaging carbon across the hearing-aid portfolio, using recycled PET","packaging is not a separate EXIOBASE product, so the edit acts on the paper and plastics inputs of the medical-instruments column. That is broader than packaging alone and therefore an upper bound on this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P3,P3 medical-device packaging carbon,intervention,-12 % cradle-to-gate,blue_water_consumption,Mm3,95.50495307556368,95.49427054820985,-0.010682527353822024,-0.01118531239460428,-0.0018187916671755168,m3 per capita,0.12,1,0.12,A,False,0.0032695682509425086,applied to the paper and plastics inputs of medical-instrument manufacturing in every region,"Demant, reported in Healthcare Denmark (2024): 12 % to 23.5 % lower cradle-to-gate packaging carbon across the hearing-aid portfolio, using recycled PET","packaging is not a separate EXIOBASE product, so the edit acts on the paper and plastics inputs of the medical-instruments column. That is broader than packaging alone and therefore an upper bound on this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P3,P3 medical-device packaging carbon,intervention,-12 % cradle-to-gate,land_use,km2,4855.460127817185,4854.626882623349,-0.8332451938358645,-0.017160993436279276,-0.14186712236411914,m2 per capita,0.12,1,0.12,A,False,0.0032695682509425086,applied to the paper and plastics inputs of medical-instrument manufacturing in every region,"Demant, reported in Healthcare Denmark (2024): 12 % to 23.5 % lower cradle-to-gate packaging carbon across the hearing-aid portfolio, using recycled PET","packaging is not a separate EXIOBASE product, so the edit acts on the paper and plastics inputs of the medical-instruments column. That is broader than packaging alone and therefore an upper bound on this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P3,P3 medical-device packaging carbon,intervention,-12 % cradle-to-gate,waste_generation,kt,259.41809167194094,259.37061707598133,-0.04747459595961345,-0.018300418314559815,-0.008082956090252945,kg per capita,0.12,1,0.12,A,False,0.0032695682509425086,applied to the paper and plastics inputs of medical-instrument manufacturing in every region,"Demant, reported in Healthcare Denmark (2024): 12 % to 23.5 % lower cradle-to-gate packaging carbon across the hearing-aid portfolio, using recycled PET","packaging is not a separate EXIOBASE product, so the edit acts on the paper and plastics inputs of the medical-instruments column. That is broader than packaging alone and therefore an upper bound on this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P3,P3 medical-device packaging carbon,intervention,-23.5 % cradle-to-gate,climate_change,kt CO2eq,4712.417605953846,4711.614501114352,-0.8031048394941536,-0.017042310479433755,-0.1367354691975295,kg CO2eq per capita,0.235,1,0.235,A,False,0.006403279750558464,applied to the paper and plastics inputs of medical-instrument manufacturing in every region,"Demant, reported in Healthcare Denmark (2024): 12 % to 23.5 % lower cradle-to-gate packaging carbon across the hearing-aid portfolio, using recycled PET","packaging is not a separate EXIOBASE product, so the edit acts on the paper and plastics inputs of the medical-instruments column. That is broader than packaging alone and therefore an upper bound on this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P3,P3 medical-device packaging carbon,intervention,-23.5 % cradle-to-gate,material_extraction,kt,4259.384222540149,4258.567128300965,-0.8170942391834615,-0.01918338887718786,-0.13911728416892738,kg per capita,0.235,1,0.235,A,False,0.006403279750558464,applied to the paper and plastics inputs of medical-instrument manufacturing in every region,"Demant, reported in Healthcare Denmark (2024): 12 % to 23.5 % lower cradle-to-gate packaging carbon across the hearing-aid portfolio, using recycled PET","packaging is not a separate EXIOBASE product, so the edit acts on the paper and plastics inputs of the medical-instruments column. That is broader than packaging alone and therefore an upper bound on this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P3,P3 medical-device packaging carbon,intervention,-23.5 % cradle-to-gate,blue_water_consumption,Mm3,95.50495307556368,95.48403391470275,-0.020919160860927377,-0.02190374445226532,-0.0035616660924857025,m3 per capita,0.235,1,0.235,A,False,0.006403279750558464,applied to the paper and plastics inputs of medical-instrument manufacturing in every region,"Demant, reported in Healthcare Denmark (2024): 12 % to 23.5 % lower cradle-to-gate packaging carbon across the hearing-aid portfolio, using recycled PET","packaging is not a separate EXIOBASE product, so the edit acts on the paper and plastics inputs of the medical-instruments column. That is broader than packaging alone and therefore an upper bound on this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P3,P3 medical-device packaging carbon,intervention,-23.5 % cradle-to-gate,land_use,km2,4855.460127817185,4853.828400984015,-1.6317268331695232,-0.03360601858969606,-0.2778154521845063,m2 per capita,0.235,1,0.235,A,False,0.006403279750558464,applied to the paper and plastics inputs of medical-instrument manufacturing in every region,"Demant, reported in Healthcare Denmark (2024): 12 % to 23.5 % lower cradle-to-gate packaging carbon across the hearing-aid portfolio, using recycled PET","packaging is not a separate EXIOBASE product, so the edit acts on the paper and plastics inputs of the medical-instruments column. That is broader than packaging alone and therefore an upper bound on this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P3,P3 medical-device packaging carbon,intervention,-23.5 % cradle-to-gate,waste_generation,kt,259.41809167194094,259.3251224641683,-0.09296920777262585,-0.03583759604946687,-0.015828802941493345,kg per capita,0.235,1,0.235,A,False,0.006403279750558464,applied to the paper and plastics inputs of medical-instrument manufacturing in every region,"Demant, reported in Healthcare Denmark (2024): 12 % to 23.5 % lower cradle-to-gate packaging carbon across the hearing-aid portfolio, using recycled PET","packaging is not a separate EXIOBASE product, so the edit acts on the paper and plastics inputs of the medical-instruments column. That is broader than packaging alone and therefore an upper bound on this lever",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P4,P4 reuse of medical equipment,intervention,-10% device purchases,climate_change,kt CO2eq,4712.417605953846,4698.793557175033,-13.624048778812721,-0.2891095382039059,-2.319610853440197,kg CO2eq per capita,0.1,1,0.1,y,False,0.0,illustrative ambition,"Danske Regioner procurement focus on reuse of medical equipment, reported in Healthcare Denmark (2024). The reduction level is ILLUSTRATIVE - no Danish reuse rate is published","product lifetime extension, Aguilar-Hernandez et al. (2018) section 4.3: lower final demand for the device, with 30 % of the saving reappearing as maintenance and repair services rather than disappearing",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P4,P4 reuse of medical equipment,intervention,-10% device purchases,material_extraction,kt,4259.384222540149,4246.763738817183,-12.620483722965218,-0.2962983159908218,-2.1487453175433084,kg per capita,0.1,1,0.1,y,False,0.0,illustrative ambition,"Danske Regioner procurement focus on reuse of medical equipment, reported in Healthcare Denmark (2024). The reduction level is ILLUSTRATIVE - no Danish reuse rate is published","product lifetime extension, Aguilar-Hernandez et al. (2018) section 4.3: lower final demand for the device, with 30 % of the saving reappearing as maintenance and repair services rather than disappearing",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P4,P4 reuse of medical equipment,intervention,-10% device purchases,blue_water_consumption,Mm3,95.50495307556368,95.35380684112553,-0.15114623443814423,-0.15826010020501982,-0.025733939414879954,m3 per capita,0.1,1,0.1,y,False,0.0,illustrative ambition,"Danske Regioner procurement focus on reuse of medical equipment, reported in Healthcare Denmark (2024). The reduction level is ILLUSTRATIVE - no Danish reuse rate is published","product lifetime extension, Aguilar-Hernandez et al. (2018) section 4.3: lower final demand for the device, with 30 % of the saving reappearing as maintenance and repair services rather than disappearing",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P4,P4 reuse of medical equipment,intervention,-10% device purchases,land_use,km2,4855.460127817185,4848.739521276968,-6.720606540216977,-0.13841338129241904,-1.144240755848718,m2 per capita,0.1,1,0.1,y,False,0.0,illustrative ambition,"Danske Regioner procurement focus on reuse of medical equipment, reported in Healthcare Denmark (2024). The reduction level is ILLUSTRATIVE - no Danish reuse rate is published","product lifetime extension, Aguilar-Hernandez et al. (2018) section 4.3: lower final demand for the device, with 30 % of the saving reappearing as maintenance and repair services rather than disappearing",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P4,P4 reuse of medical equipment,intervention,-10% device purchases,waste_generation,kt,259.41809167194094,258.92048752291214,-0.49760414902880257,-0.19181551518699425,-0.08472136319704747,kg per capita,0.1,1,0.1,y,False,0.0,illustrative ambition,"Danske Regioner procurement focus on reuse of medical equipment, reported in Healthcare Denmark (2024). The reduction level is ILLUSTRATIVE - no Danish reuse rate is published","product lifetime extension, Aguilar-Hernandez et al. (2018) section 4.3: lower final demand for the device, with 30 % of the saving reappearing as maintenance and repair services rather than disappearing",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P4,P4 reuse of medical equipment,intervention,-20% device purchases,climate_change,kt CO2eq,4712.417605953846,4685.169508396211,-27.248097557634537,-0.5782190764080047,-4.639221706881942,kg CO2eq per capita,0.2,1,0.2,y,False,0.0,illustrative ambition,"Danske Regioner procurement focus on reuse of medical equipment, reported in Healthcare Denmark (2024). The reduction level is ILLUSTRATIVE - no Danish reuse rate is published","product lifetime extension, Aguilar-Hernandez et al. (2018) section 4.3: lower final demand for the device, with 30 % of the saving reappearing as maintenance and repair services rather than disappearing",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P4,P4 reuse of medical equipment,intervention,-20% device purchases,material_extraction,kt,4259.384222540149,4234.1432550941945,-25.240967445954084,-0.5925966319821988,-4.297490635090643,kg per capita,0.2,1,0.2,y,False,0.0,illustrative ambition,"Danske Regioner procurement focus on reuse of medical equipment, reported in Healthcare Denmark (2024). The reduction level is ILLUSTRATIVE - no Danish reuse rate is published","product lifetime extension, Aguilar-Hernandez et al. (2018) section 4.3: lower final demand for the device, with 30 % of the saving reappearing as maintenance and repair services rather than disappearing",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P4,P4 reuse of medical equipment,intervention,-20% device purchases,blue_water_consumption,Mm3,95.50495307556368,95.20266060668726,-0.30229246887641636,-0.31652020041017354,-0.05146787882978169,m3 per capita,0.2,1,0.2,y,False,0.0,illustrative ambition,"Danske Regioner procurement focus on reuse of medical equipment, reported in Healthcare Denmark (2024). The reduction level is ILLUSTRATIVE - no Danish reuse rate is published","product lifetime extension, Aguilar-Hernandez et al. (2018) section 4.3: lower final demand for the device, with 30 % of the saving reappearing as maintenance and repair services rather than disappearing",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
DNK,2022,P4,P4 reuse of medical equipment,intervention,-20% device purchases,land_use,km2,4855.460127817185,4842.018914736747,-13.441213080437592,-0.276826762584913,-2.288481511698055,m2 per capita,0.2,1,0.2,y,False,0.0,illustrative ambition,"Danske Regioner procurement focus on reuse of medical equipment, reported in Healthcare Denmark (2024). The reduction level is ILLUSTRATIVE - no Danish reuse rate is published","product lifetime extension, Aguilar-Hernandez et al. (2018) section 4.3: lower final demand for the device, with 30 % of the saving reappearing as maintenance and repair services rather than disappearing",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
