approach_folder,file,size_bytes,sha256_16,approach,reference,script,equations,inputs,generated_utc,monetary_unit,country_coding
18_mitigation_scenarios,18_mitigation_scenarios/target_consistency.csv,5552,e5a6aab8eff625e5,Mitigation levers an attributional EE-MRIO can credibly model,Danske Regioner 2024 regional target; Danish Energy Agency KF22/KF25 grid factors; Jeswani & Azapagic 2019; Wilkinson et al. 2019,analysis.mitigation_scenarios,intensity scaling on energy nodes; bottom-up arithmetic; demand scaling,prepared background; scopes summary; DEA published emission factors,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
00_core_footprint,00_core_footprint/README.md,5422,7c001cfc28b9defb,Core EE-MRIO final-demand footprint,Steenmeijer et al. 2022; Miller & Blair 2009,analysis.export_tables / analysis.extended_indicators,"f = C S L y_H ; E[i,j] = s_i L_ij y_j",EXIOBASE v3.8.2 IOT_2022_ixi; DK expenditure vector,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
00_core_footprint,00_core_footprint/README_data_dictionary.md,3982,a3302dca84b6f417,Core EE-MRIO final-demand footprint,Steenmeijer et al. 2022; Miller & Blair 2009,analysis.export_tables / analysis.extended_indicators,"f = C S L y_H ; E[i,j] = s_i L_ij y_j",EXIOBASE v3.8.2 IOT_2022_ixi; DK expenditure vector,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
00_core_footprint,00_core_footprint/_bilateral_coverage.csv,1217,37aa2bf3fec3a4b6,Core EE-MRIO final-demand footprint,Steenmeijer et al. 2022; Miller & Blair 2009,analysis.export_tables / analysis.extended_indicators,"f = C S L y_H ; E[i,j] = s_i L_ij y_j",EXIOBASE v3.8.2 IOT_2022_ixi; DK expenditure vector,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
00_core_footprint,00_core_footprint/expenditure_summary.csv,649,f393a60e1d1c63a1,Core EE-MRIO final-demand footprint,Steenmeijer et al. 2022; Miller & Blair 2009,analysis.export_tables / analysis.extended_indicators,"f = C S L y_H ; E[i,j] = s_i L_ij y_j",EXIOBASE v3.8.2 IOT_2022_ixi; DK expenditure vector,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
00_core_footprint,00_core_footprint/expenditure_vector_detail.csv,3409099,6b15e1c2821acace,Core EE-MRIO final-demand footprint,Steenmeijer et al. 2022; Miller & Blair 2009,analysis.export_tables / analysis.extended_indicators,"f = C S L y_H ; E[i,j] = s_i L_ij y_j",EXIOBASE v3.8.2 IOT_2022_ixi; DK expenditure vector,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
00_core_footprint,00_core_footprint/extended_indicators_by_producing_node.csv,32129773,98f97618b8a86357,Core EE-MRIO final-demand footprint,Steenmeijer et al. 2022; Miller & Blair 2009,analysis.export_tables / analysis.extended_indicators,"f = C S L y_H ; E[i,j] = s_i L_ij y_j",EXIOBASE v3.8.2 IOT_2022_ixi; DK expenditure vector,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
00_core_footprint,00_core_footprint/extended_indicators_summary.csv,4146,833e952fac83df8b,Core EE-MRIO final-demand footprint,Steenmeijer et al. 2022; Miller & Blair 2009,analysis.export_tables / analysis.extended_indicators,"f = C S L y_H ; E[i,j] = s_i L_ij y_j",EXIOBASE v3.8.2 IOT_2022_ixi; DK expenditure vector,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
00_core_footprint,00_core_footprint/footprint_bilateral_producer_x_purchase.csv.gz,66285729,ed53d2e2d4f75d51,Core EE-MRIO final-demand footprint,Steenmeijer et al. 2022; Miller & Blair 2009,analysis.export_tables / analysis.extended_indicators,"f = C S L y_H ; E[i,j] = s_i L_ij y_j",EXIOBASE v3.8.2 IOT_2022_ixi; DK expenditure vector,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
00_core_footprint,00_core_footprint/footprint_by_producing_node.csv,17870374,08302f31b9922174,Core EE-MRIO final-demand footprint,Steenmeijer et al. 2022; Miller & Blair 2009,analysis.export_tables / analysis.extended_indicators,"f = C S L y_H ; E[i,j] = s_i L_ij y_j",EXIOBASE v3.8.2 IOT_2022_ixi; DK expenditure vector,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
00_core_footprint,00_core_footprint/footprint_by_purchased_product.csv,8319141,dbf09698c147b8cc,Core EE-MRIO final-demand footprint,Steenmeijer et al. 2022; Miller & Blair 2009,analysis.export_tables / analysis.extended_indicators,"f = C S L y_H ; E[i,j] = s_i L_ij y_j",EXIOBASE v3.8.2 IOT_2022_ixi; DK expenditure vector,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
00_core_footprint,00_core_footprint/national_footprint_by_producing_node.csv,6899924,c450539e7cc02b4f,Core EE-MRIO final-demand footprint,Steenmeijer et al. 2022; Miller & Blair 2009,analysis.export_tables / analysis.extended_indicators,"f = C S L y_H ; E[i,j] = s_i L_ij y_j",EXIOBASE v3.8.2 IOT_2022_ixi; DK expenditure vector,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
00_core_footprint,00_core_footprint/national_footprint_by_purchased_product.csv,9468509,5fe5b980b4fcc47c,Core EE-MRIO final-demand footprint,Steenmeijer et al. 2022; Miller & Blair 2009,analysis.export_tables / analysis.extended_indicators,"f = C S L y_H ; E[i,j] = s_i L_ij y_j",EXIOBASE v3.8.2 IOT_2022_ixi; DK expenditure vector,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
00_core_footprint,00_core_footprint/national_totals_summary.csv,1615,fa8efa0d8014420e,Core EE-MRIO final-demand footprint,Steenmeijer et al. 2022; Miller & Blair 2009,analysis.export_tables / analysis.extended_indicators,"f = C S L y_H ; E[i,j] = s_i L_ij y_j",EXIOBASE v3.8.2 IOT_2022_ixi; DK expenditure vector,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
00_core_footprint,00_core_footprint/national_vs_healthcare_by_product_group.csv,279888,d791206c12fba2e6,Core EE-MRIO final-demand footprint,Steenmeijer et al. 2022; Miller & Blair 2009,analysis.export_tables / analysis.extended_indicators,"f = C S L y_H ; E[i,j] = s_i L_ij y_j",EXIOBASE v3.8.2 IOT_2022_ixi; DK expenditure vector,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/Contribution_full_detail.xlsx,766197,c5498fa099c08270,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/Hotspot_full_detail.xlsx,677557,abdc5f80700be7b6,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/README.md,4822,40d4b28cdd91231b,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/all_figures.pdf,25245,e982995ada762388,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/contribution_analysis.xlsx,782560,73366bb8ff5ceb6f,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/contribution_by_purchased_product.csv,13702811,6bc5f52d324eac74,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/contribution_by_sector_group.csv,6203,c881fd13625575d8,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/contribution_by_world_region.csv,1533,827f2f29e7211c05,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/contribution_domestic_vs_imported.csv,720,30d6bc77b2c0e075,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/expenditure_vector.xlsx,473969,3116b75edc9f78b6,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/fig_1.png,546795,f4983eb432ad09c3,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/fig_2.png,524156,9932724d18ca9be4,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/fig_3.png,466476,96f105ae75fa98dc,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/fig_scope.png,171849,b2665d613851eda7,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/figure1_activity_contributions.csv,3325,a1b7c8237e501b24,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/figure2_sector_contributions.csv,3003,7d8b9d73f6bb13b9,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/figure2b_top_origin_industry_pairs.csv,14246,e4facda01b61e1e2,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/figure3_geographical_origin.csv,2349,5623f5c2b3327114,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/figure_5_total_contribution.png,546736,ed80c4770681e42d,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/full_results_tables.xlsx,11770,0e03d0536afa3ada,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/hotspot_analysis.xlsx,762569,f3e6ca82a8c82154,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/hotspot_by_producing_node.csv,9668514,f095839bf5383b16,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/hotspot_by_sector_group.csv,6208,30a98521b44bb424,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/hotspot_by_world_region.csv,1705,202db3dbf0c2330d,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/hotspot_domestic_vs_imported.csv,722,4038c07869c5cc79,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/intensities.xlsx,811284,2463ed53d079c22d,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/intensity_by_purchased_product.csv,12992965,2917170c04f5c4c0,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/intensity_by_sector_group.csv,6719,d58e4a10662d3162,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/intensity_by_world_region.csv,1802,f900376bd3c35c60,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/scopes_figure.pdf,15012,aff5823f6a046078,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/scopes_summary.csv,481,51ea7f4707965bea,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/steenmeijer_table.xlsx,6005,a7317307440f6318,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/table_1.xlsx,6003,e1f4efbdc87dd05c,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2022/table_s5_dk.xlsx,5667,599c3cf63a05d191,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2019/Contribution_full_detail.xlsx,769583,c52569ae123ec87a,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2019/Hotspot_full_detail.xlsx,677574,e027a497fb70615d,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2019/all_figures.pdf,25249,6365bd779714a4d0,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2019/contribution_analysis.xlsx,785940,f65f43fd59da01cb,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2019/contribution_by_purchased_product.csv,11678985,690ac5ac7539002a,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2019/contribution_by_sector_group.csv,6185,3af723c48a2148c3,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T05:50:09Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
